Year,Distance,Stroke,Gender,Rank,DistancesCategory,Result
1980,1500,Freestyle,Men,4,Estafet,928
1980,200,Backstroke,Men,1,near,121
1980,200,Backstroke,Men,2,near,122
1980,200,Backstroke,Men,3,near,123
1980,200,Backstroke,Men,4,near,123
1980,200,Backstroke,Men,4,near,123
1980,200,Backstroke,Men,4,near,124
1980,200,Backstroke,Men,4,near,124
1980,200,Backstroke,Men,4,near,126
1980,200,Backstroke,Women,1,near,131
1980,200,Backstroke,Women,2,near,133
1980,200,Backstroke,Women,3,near,134
1980,200,Backstroke,Women,4,near,135
1980,200,Backstroke,Women,4,near,135
1980,200,Backstroke,Women,4,near,136
1980,200,Backstroke,Women,4,near,136
1980,200,Backstroke,Women,4,near,137
1980,200,Breaststroke,Men,1,near,135
1980,200,Breaststroke,Men,2,near,136
1980,200,Breaststroke,Men,3,near,137
1980,200,Breaststroke,Men,4,near,139
1980,200,Breaststroke,Men,4,near,139
1980,200,Breaststroke,Men,4,near,140
1980,200,Breaststroke,Men,4,near,141
1980,200,Breaststroke,Men,4,near,142
1980,200,Breaststroke,Women,1,near,149
1980,200,Breaststroke,Women,2,near,149
1980,200,Breaststroke,Women,3,near,152
1980,200,Breaststroke,Women,4,near,152
1980,200,Breaststroke,Women,4,near,153
1980,200,Breaststroke,Women,4,near,154
1980,200,Breaststroke,Women,4,near,154
1980,200,Breaststroke,Women,4,near,155
1980,200,Butterfly,Men,1,near,119
1980,200,Butterfly,Men,2,near,121
1980,200,Butterfly,Men,3,near,121
1980,200,Butterfly,Men,4,near,122
1980,200,Butterfly,Men,4,near,122
1980,200,Butterfly,Men,4,near,122
1980,200,Butterfly,Men,4,near,122
1980,200,Butterfly,Men,4,near,122
1980,200,Butterfly,Women,1,near,130
1980,200,Butterfly,Women,2,near,130
1980,200,Butterfly,Women,3,near,131
1980,200,Butterfly,Women,4,near,132
1980,200,Butterfly,Women,4,near,134
1980,200,Butterfly,Women,4,near,134
1980,200,Butterfly,Women,4,near,135
1980,200,Butterfly,Women,4,near,135
1980,200,Freestyle,Men,1,near,109
1980,200,Freestyle,Men,2,near,110
1980,200,Freestyle,Men,3,near,111
1980,200,Freestyle,Men,4,near,111
1980,200,Freestyle,Men,4,near,112
1980,200,Freestyle,Men,4,near,112
1980,200,Freestyle,Men,4,near,112
1980,200,Freestyle,Men,4,near,113
1980,200,Freestyle,Women,1,near,118
1980,200,Freestyle,Women,2,near,119
1980,200,Freestyle,Women,3,near,121
1980,200,Freestyle,Women,4,near,122
1980,200,Freestyle,Women,4,near,122
1980,200,Freestyle,Women,4,near,123
1980,200,Freestyle,Women,4,near,123
1980,200,Freestyle,Women,4,near,124
1980,400,Freestyle,Men,1,near,231
1980,400,Freestyle,Men,2,near,233
1980,400,Freestyle,Men,3,near,233
1980,400,Freestyle,Men,4,near,234
1980,400,Freestyle,Men,4,near,235
1980,400,Freestyle,Men,4,near,236
1980,400,Freestyle,Men,4,near,236
1980,400,Freestyle,Men,4,near,237
1980,400,Freestyle,Women,1,near,248
1980,400,Freestyle,Women,2,near,249
1980,400,Freestyle,Women,3,near,250
1980,400,Freestyle,Women,4,near,251
1980,400,Freestyle,Women,4,near,254
1980,400,Freestyle,Women,4,near,255
1980,400,Freestyle,Women,4,near,255
1980,400,Freestyle,Women,4,near,259
1980,400,Individual medley,Men,1,near,262
1980,400,Individual medley,Men,2,near,263
1980,400,Individual medley,Men,3,near,264
1980,400,Individual medley,Men,4,near,264
1980,400,Individual medley,Men,4,near,266
1980,400,Individual medley,Men,4,near,266
1980,400,Individual medley,Men,4,near,268
1980,400,Individual medley,Men,4,near,269
1980,400,Individual medley,Women,1,near,276
1980,400,Individual medley,Women,2,near,286
1980,400,Individual medley,Women,3,near,288
1980,400,Individual medley,Women,4,near,288
1980,400,Individual medley,Women,4,near,289
1980,400,Individual medley,Women,4,near,289
1980,400,Individual medley,Women,4,near,290
1980,400,Individual medley,Women,4,near,293
1980,800,Freestyle,Women,1,middle,508
1980,800,Freestyle,Women,2,middle,512
1980,800,Freestyle,Women,3,middle,513
1980,800,Freestyle,Women,4,middle,518
1980,800,Freestyle,Women,4,middle,522
1980,800,Freestyle,Women,4,middle,524
1980,800,Freestyle,Women,4,middle,525
1980,800,Freestyle,Women,4,middle,526
1976,100,Backstroke,Men,1,near,55
1976,100,Backstroke,Men,2,near,56
1976,100,Backstroke,Men,3,near,57
1976,100,Backstroke,Men,4,near,57
1976,100,Backstroke,Men,4,near,57
1976,100,Backstroke,Men,4,near,57
1976,100,Backstroke,Men,4,near,57
1976,100,Backstroke,Men,4,near,58
1976,100,Backstroke,Women,1,near,61
1976,100,Backstroke,Women,2,near,63
1976,100,Backstroke,Women,3,near,63
1976,100,Backstroke,Women,4,near,63
1976,100,Backstroke,Women,4,near,65
1976,100,Backstroke,Women,4,near,65
1976,100,Backstroke,Women,4,near,65
1976,100,Backstroke,Women,4,near,65
1976,100,Breaststroke,Men,1,near,63
1976,100,Breaststroke,Men,2,near,63
1976,100,Breaststroke,Men,3,near,64
1976,100,Breaststroke,Men,4,near,64
1976,100,Breaststroke,Men,4,near,64
1976,100,Breaststroke,Men,4,near,64
1976,100,Breaststroke,Men,4,near,64
1976,100,Breaststroke,Men,4,near,65
1976,100,Breaststroke,Women,1,near,71
1976,100,Breaststroke,Women,2,near,73
1976,100,Breaststroke,Women,3,near,73
1976,100,Breaststroke,Women,4,near,73
1976,100,Breaststroke,Women,4,near,74
1976,100,Breaststroke,Women,4,near,74
1976,100,Breaststroke,Women,4,near,74
1976,100,Breaststroke,Women,4,near,74
1976,100,Butterfly,Men,1,near,54
1976,100,Butterfly,Men,2,near,54
1976,100,Butterfly,Men,3,near,54
1976,100,Butterfly,Men,4,near,55
1976,100,Butterfly,Men,4,near,55
1976,100,Butterfly,Men,4,near,55
1976,100,Butterfly,Men,4,near,56
1976,100,Butterfly,Men,4,near,56
1976,100,Butterfly,Women,1,near,60
1976,100,Butterfly,Women,2,near,60
1976,100,Butterfly,Women,3,near,61
1976,100,Butterfly,Women,4,near,61
1976,100,Butterfly,Women,4,near,61
1976,100,Butterfly,Women,4,near,61
1976,100,Butterfly,Women,4,near,61
1976,100,Butterfly,Women,4,near,62
1976,100,Freestyle,Men,1,near,49
1976,100,Freestyle,Men,2,near,50
1976,100,Freestyle,Men,3,near,51
1976,100,Freestyle,Men,4,near,51
1976,100,Freestyle,Men,4,near,51
1976,100,Freestyle,Men,4,near,51
1976,100,Freestyle,Men,4,near,52
1976,100,Freestyle,Men,4,near,52
1976,100,Freestyle,Women,1,near,55
1976,100,Freestyle,Women,2,near,56
1976,100,Freestyle,Women,3,near,56
1976,100,Freestyle,Women,4,near,56
1976,100,Freestyle,Women,4,near,56
1976,100,Freestyle,Women,4,near,56
1976,100,Freestyle,Women,4,near,57
1976,100,Freestyle,Women,4,near,57
1976,1500,Freestyle,Men,1,Estafet,902
1976,1500,Freestyle,Men,2,Estafet,903
1976,1500,Freestyle,Men,3,Estafet,904
1976,1500,Freestyle,Men,4,Estafet,919
1976,1500,Freestyle,Men,4,Estafet,929
1976,1500,Freestyle,Men,4,Estafet,931
1976,1500,Freestyle,Men,4,Estafet,932
1976,1500,Freestyle,Men,4,Estafet,945
1976,200,Backstroke,Men,1,near,119
1976,200,Backstroke,Men,2,near,120
1976,200,Backstroke,Men,3,near,121
1976,200,Backstroke,Men,4,near,123
1976,200,Backstroke,Men,4,near,124
1976,200,Backstroke,Men,4,near,125
1976,200,Backstroke,Men,4,near,127
1976,200,Backstroke,Men,4,near,128
1976,200,Backstroke,Women,1,near,133
1976,200,Backstroke,Women,2,near,134
1976,200,Backstroke,Women,3,near,135
1976,200,Backstroke,Women,4,near,136
1976,200,Backstroke,Women,4,near,137
1976,200,Backstroke,Women,4,near,137
1976,200,Backstroke,Women,4,near,137
1976,200,Backstroke,Women,4,near,137
1976,200,Breaststroke,Men,1,near,135
1976,200,Breaststroke,Men,2,near,137
1976,200,Breaststroke,Men,3,near,139
1976,200,Breaststroke,Men,4,near,139
1976,200,Breaststroke,Men,4,near,140
1976,200,Breaststroke,Men,4,near,141
1976,200,Breaststroke,Men,4,near,142
1976,200,Breaststroke,Men,4,near,142
1976,200,Breaststroke,Women,1,near,153
1976,200,Breaststroke,Women,2,near,156
1976,200,Breaststroke,Women,3,near,156
1976,200,Breaststroke,Women,4,near,156
1976,200,Breaststroke,Women,4,near,156
1976,200,Breaststroke,Women,4,near,158
1976,200,Breaststroke,Women,4,near,158
1976,200,Breaststroke,Women,4,near,159
1976,200,Butterfly,Men,1,near,119
1976,200,Butterfly,Men,2,near,119
1976,200,Butterfly,Men,3,near,119
1976,200,Butterfly,Men,4,near,120
1976,200,Butterfly,Men,4,near,120
1976,200,Butterfly,Men,4,near,121
1976,200,Butterfly,Men,4,near,121
1976,200,Butterfly,Men,4,near,124
1976,200,Butterfly,Women,1,near,131
1976,200,Butterfly,Women,2,near,132
1976,200,Butterfly,Women,3,near,132
1976,200,Butterfly,Women,4,near,132
1976,200,Butterfly,Women,4,near,133
1976,200,Butterfly,Women,4,near,133
1976,200,Butterfly,Women,4,near,134
1976,200,Butterfly,Women,4,near,134
1976,200,Freestyle,Men,1,near,110
1976,200,Freestyle,Men,2,near,110
1976,200,Freestyle,Men,3,near,110
1976,200,Freestyle,Men,4,near,110
1976,200,Freestyle,Men,4,near,111
1976,200,Freestyle,Men,4,near,111
1976,200,Freestyle,Men,4,near,112
1976,200,Freestyle,Men,4,near,113
1976,200,Freestyle,Women,1,near,119
1976,200,Freestyle,Women,2,near,121
1976,200,Freestyle,Women,3,near,121
1976,200,Freestyle,Women,4,near,122
1976,200,Freestyle,Women,4,near,123
1976,200,Freestyle,Women,4,near,124
1976,200,Freestyle,Women,4,near,124
1976,200,Freestyle,Women,4,near,125
1976,400,Freestyle,Men,1,near,231
1976,400,Freestyle,Men,2,near,232
1976,400,Freestyle,Men,3,near,235
1976,400,Freestyle,Men,4,near,237
1976,400,Freestyle,Men,4,near,237
1976,400,Freestyle,Men,4,near,237
1976,400,Freestyle,Men,4,near,240
1976,400,Freestyle,Men,4,near,260
1976,400,Freestyle,Women,1,near,249
1976,400,Freestyle,Women,2,near,250
1976,400,Freestyle,Women,3,near,254
1976,400,Freestyle,Women,4,near,254
1976,400,Freestyle,Women,4,near,255
1976,400,Freestyle,Women,4,near,257
1976,400,Freestyle,Women,4,near,257
1976,400,Freestyle,Women,4,near,260
1976,400,Individual medley,Men,1,near,263
1976,400,Individual medley,Men,2,near,264
1976,400,Individual medley,Men,3,near,266
1976,400,Individual medley,Men,4,near,267
1976,400,Individual medley,Men,4,near,268
1976,400,Individual medley,Men,4,near,269
1976,400,Individual medley,Men,4,near,269
1976,400,Individual medley,Men,4,near,274
1976,400,Individual medley,Women,1,near,282
1976,400,Individual medley,Women,2,near,288
1976,400,Individual medley,Women,3,near,290
1976,400,Individual medley,Women,4,near,292
1976,400,Individual medley,Women,4,near,293
1976,400,Individual medley,Women,4,near,295
1976,400,Individual medley,Women,4,near,300
1976,400,Individual medley,Women,4,near,300
1976,800,Freestyle,Women,1,middle,517
1976,800,Freestyle,Women,2,middle,517
1976,800,Freestyle,Women,3,middle,522
1976,800,Freestyle,Women,4,middle,527
1976,800,Freestyle,Women,4,middle,527
1976,800,Freestyle,Women,4,middle,528
1976,800,Freestyle,Women,4,middle,530
1976,800,Freestyle,Women,4,middle,532
1972,100,Backstroke,Men,2,near,56
1972,100,Backstroke,Men,3,near,57
1972,100,Backstroke,Men,4,near,58
1972,100,Backstroke,Men,4,near,58
1972,100,Backstroke,Men,4,near,59
1972,100,Backstroke,Men,4,near,59
1972,100,Backstroke,Men,4,near,59
1972,100,Backstroke,Men,1,near,60
1972,100,Backstroke,Women,1,near,65
1972,100,Backstroke,Women,2,near,66
1972,100,Backstroke,Women,3,near,66
1972,100,Backstroke,Women,4,near,66
1972,100,Backstroke,Women,4,near,66
1972,100,Backstroke,Women,4,near,66
1972,100,Backstroke,Women,4,near,67
1972,100,Backstroke,Women,4,near,67
1972,100,Breaststroke,Men,1,near,64
1972,100,Breaststroke,Men,2,near,65
1972,100,Breaststroke,Men,3,near,65
1972,100,Breaststroke,Men,4,near,66
1972,100,Breaststroke,Men,4,near,66
1972,100,Breaststroke,Men,4,near,66
1972,100,Breaststroke,Men,4,near,66
1972,100,Breaststroke,Men,4,near,66
1972,100,Breaststroke,Women,1,near,73
1972,100,Breaststroke,Women,2,near,74
1972,100,Breaststroke,Women,3,near,75
1972,100,Breaststroke,Women,4,near,76
1972,100,Breaststroke,Women,4,near,76
1972,100,Breaststroke,Women,4,near,77
1972,100,Breaststroke,Women,4,near,77
1972,100,Breaststroke,Women,4,near,77
1972,100,Butterfly,Men,1,near,54
1972,100,Butterfly,Men,2,near,55
1972,100,Butterfly,Men,3,near,55
1972,100,Butterfly,Men,4,near,55
1972,100,Butterfly,Men,4,near,56
1972,100,Butterfly,Men,4,near,57
1972,100,Butterfly,Men,4,near,57
1972,100,Butterfly,Men,4,near,57
1972,100,Butterfly,Women,1,near,63
1972,100,Butterfly,Women,2,near,63
1972,100,Butterfly,Women,3,near,63
1972,100,Butterfly,Women,4,near,63
1972,100,Butterfly,Women,4,near,63
1972,100,Butterfly,Women,4,near,64
1972,100,Butterfly,Women,4,near,64
1972,100,Butterfly,Women,4,near,64
1972,100,Freestyle,Men,1,near,51
1972,100,Freestyle,Men,2,near,51
1972,100,Freestyle,Men,3,near,51
1972,100,Freestyle,Men,4,near,52
1972,100,Freestyle,Men,4,near,52
1972,100,Freestyle,Men,4,near,52
1972,100,Freestyle,Men,4,near,52
1972,100,Freestyle,Men,4,near,52
1972,100,Freestyle,Women,3,near,58
1972,100,Freestyle,Women,4,near,59
1972,100,Freestyle,Women,4,near,59
1972,100,Freestyle,Women,4,near,59
1972,100,Freestyle,Women,4,near,59
1972,100,Freestyle,Women,4,near,59
1972,100,Freestyle,Women,1,near,60
1972,100,Freestyle,Women,2,near,60
1972,1500,Freestyle,Men,1,Estafet,952
1972,1500,Freestyle,Men,2,Estafet,958
1972,1500,Freestyle,Men,3,Estafet,969
1972,1500,Freestyle,Men,4,Estafet,976
1972,1500,Freestyle,Men,4,Estafet,977
1972,1500,Freestyle,Men,4,Estafet,978
1972,1500,Freestyle,Men,4,Estafet,990
1972,1500,Freestyle,Men,4,Estafet,996
1972,200,Backstroke,Men,1,near,122
1972,200,Backstroke,Men,2,near,124
1972,200,Backstroke,Men,3,near,124
1972,200,Backstroke,Men,4,near,126
1972,200,Backstroke,Men,4,near,127
1972,200,Backstroke,Men,4,near,128
1972,200,Backstroke,Men,4,near,130
1972,200,Backstroke,Men,4,near,131
1972,200,Backstroke,Women,1,near,139
1972,200,Backstroke,Women,2,near,140
1972,200,Backstroke,Women,3,near,143
1972,200,Backstroke,Women,4,near,143
1972,200,Backstroke,Women,4,near,143
1972,200,Backstroke,Women,4,near,143
1972,200,Backstroke,Women,4,near,144
1972,200,Backstroke,Women,4,near,145
1972,200,Breaststroke,Men,1,near,141
1972,200,Breaststroke,Men,2,near,143
1972,200,Breaststroke,Men,3,near,143
1972,200,Breaststroke,Men,4,near,144
1972,200,Breaststroke,Men,4,near,146
1972,200,Breaststroke,Men,4,near,146
1972,200,Breaststroke,Men,4,near,147
1972,200,Breaststroke,Men,4,near,147
1972,200,Breaststroke,Women,1,near,161
1972,200,Breaststroke,Women,2,near,162
1972,200,Breaststroke,Women,3,near,162
1972,200,Breaststroke,Women,4,near,162
1972,200,Breaststroke,Women,4,near,163
1972,200,Breaststroke,Women,4,near,163
1972,200,Breaststroke,Women,4,near,164
1972,200,Breaststroke,Women,4,near,165
1972,200,Butterfly,Men,1,near,120
1972,200,Butterfly,Men,2,near,122
1972,200,Butterfly,Men,3,near,123
1972,200,Butterfly,Men,4,near,124
1972,200,Butterfly,Men,4,near,124
1972,200,Butterfly,Men,4,near,124
1972,200,Butterfly,Men,4,near,125
1972,200,Butterfly,Men,4,near,125
1972,200,Butterfly,Women,1,near,135
1972,200,Butterfly,Women,2,near,136
1972,200,Butterfly,Women,3,near,136
1972,200,Butterfly,Women,4,near,137
1972,200,Butterfly,Women,4,near,139
1972,200,Butterfly,Women,4,near,140
1972,200,Butterfly,Women,4,near,141
1972,200,Butterfly,Women,4,near,142
1972,200,Freestyle,Men,1,near,112
1972,200,Freestyle,Men,2,near,113
1972,200,Freestyle,Men,3,near,113
1972,200,Freestyle,Men,4,near,114
1972,200,Freestyle,Men,4,near,114
1972,200,Freestyle,Men,4,near,115
1972,200,Freestyle,Men,4,near,117
1972,200,Freestyle,Men,4,near,117
1972,200,Freestyle,Women,1,near,123
1972,200,Freestyle,Women,2,near,124
1972,200,Freestyle,Women,3,near,124
1972,200,Freestyle,Women,4,near,125
1972,200,Freestyle,Women,4,near,126
1972,200,Freestyle,Women,4,near,128
1972,200,Freestyle,Women,4,near,129
1972,200,Freestyle,Women,4,near,131
1972,200,Individual medley,Men,1,near,127
1972,200,Individual medley,Men,2,near,128
1972,200,Individual medley,Men,3,near,128
1972,200,Individual medley,Men,4,near,128
1972,200,Individual medley,Men,4,near,129
1972,200,Individual medley,Men,4,near,131
1972,200,Individual medley,Men,4,near,131
1972,200,Individual medley,Men,4,near,133
1972,200,Individual medley,Women,1,near,143
1972,200,Individual medley,Women,2,near,143
1972,200,Individual medley,Women,3,near,144
1972,200,Individual medley,Women,4,near,144
1972,200,Individual medley,Women,4,near,144
1972,200,Individual medley,Women,4,near,145
1972,200,Individual medley,Women,4,near,146
1972,200,Individual medley,Women,4,near,147
1972,400,Freestyle,Men,1,near,240
1972,400,Freestyle,Men,2,near,241
1972,400,Freestyle,Men,3,near,242
1972,400,Freestyle,Men,4,near,242
1972,400,Freestyle,Men,4,near,246
1972,400,Freestyle,Men,4,near,246
1972,400,Freestyle,Men,4,near,246
1972,400,Freestyle,Women,1,near,259
1972,400,Freestyle,Women,2,near,262
1972,400,Freestyle,Women,3,near,263
1972,400,Freestyle,Women,4,near,263
1972,400,Freestyle,Women,4,near,264
1972,400,Freestyle,Women,4,near,264
1972,400,Freestyle,Women,4,near,269
1972,400,Freestyle,Women,4,near,271
1972,400,Individual medley,Men,1,near,271
1972,400,Individual medley,Men,1,near,271
1972,400,Individual medley,Men,3,near,272
1972,400,Individual medley,Men,4,near,275
1972,400,Individual medley,Men,4,near,277
1972,400,Individual medley,Men,4,near,277
1972,400,Individual medley,Men,4,near,280
1972,400,Individual medley,Men,4,near,280
1972,400,Individual medley,Women,1,near,302
1972,400,Individual medley,Women,2,near,303
1972,400,Individual medley,Women,3,near,303
1972,400,Individual medley,Women,4,near,305
1972,400,Individual medley,Women,4,near,306
1972,400,Individual medley,Women,4,near,309
1972,400,Individual medley,Women,4,near,313
1972,400,Individual medley,Women,4,near,315
1972,800,Freestyle,Women,1,middle,533
1972,800,Freestyle,Women,2,middle,536
1972,800,Freestyle,Women,3,middle,537
1972,800,Freestyle,Women,4,middle,537
1972,800,Freestyle,Women,4,middle,538
1972,800,Freestyle,Women,4,middle,541
1972,800,Freestyle,Women,4,middle,556
1972,800,Freestyle,Women,4,middle,559
1968,100,Backstroke,Men,4,near,58
1968,100,Backstroke,Men,1,near,60
1968,100,Backstroke,Men,2,near,60
1968,100,Backstroke,Men,3,near,61
1968,100,Backstroke,Men,4,near,61
1968,100,Backstroke,Men,4,near,61
1968,100,Backstroke,Men,4,near,61
1968,100,Backstroke,Men,4,near,62
1968,100,Backstroke,Women,1,near,66
1968,100,Backstroke,Women,2,near,66
1968,100,Backstroke,Women,3,near,68
1968,100,Backstroke,Women,4,near,68
1968,100,Backstroke,Women,4,near,69
1968,100,Backstroke,Women,4,near,69
1968,100,Backstroke,Women,4,near,69
1968,100,Backstroke,Women,4,near,70
1968,100,Breaststroke,Men,1,near,67
1968,100,Breaststroke,Men,2,near,68
1968,100,Breaststroke,Men,2,near,68
1968,100,Breaststroke,Men,4,near,68
1968,100,Breaststroke,Men,4,near,68
1968,100,Breaststroke,Men,4,near,68
1968,100,Breaststroke,Men,4,near,68
1968,100,Breaststroke,Men,4,near,69
1968,100,Breaststroke,Women,1,near,75
1968,100,Breaststroke,Women,2,near,75
1968,100,Breaststroke,Women,3,near,76
1968,100,Breaststroke,Women,4,near,76
1968,100,Breaststroke,Women,4,near,76
1968,100,Breaststroke,Women,4,near,77
1968,100,Breaststroke,Women,4,near,77
1968,100,Breaststroke,Women,4,near,77
1968,100,Butterfly,Men,1,near,55
1968,100,Butterfly,Men,2,near,56
1968,100,Butterfly,Men,3,near,57
1968,100,Butterfly,Men,4,near,58
1968,100,Butterfly,Men,4,near,58
1968,100,Butterfly,Men,4,near,58
1968,100,Butterfly,Men,4,near,58
1968,100,Butterfly,Men,4,near,59
1968,100,Butterfly,Women,1,near,65
1968,100,Butterfly,Women,2,near,65
1968,100,Butterfly,Women,3,near,66
1968,100,Butterfly,Women,3,near,66
1968,100,Butterfly,Women,4,near,66
1968,100,Butterfly,Women,4,near,66
1968,100,Butterfly,Women,4,near,67
1968,100,Butterfly,Women,4,near,67
1968,100,Freestyle,Men,1,near,52
1968,100,Freestyle,Men,2,near,52
1968,100,Freestyle,Men,3,near,53
1968,100,Freestyle,Men,4,near,53
1968,100,Freestyle,Men,4,near,53
1968,100,Freestyle,Men,4,near,53
1968,100,Freestyle,Men,4,near,53
1968,100,Freestyle,Men,4,near,53
1968,100,Freestyle,Women,1,near,60
1968,100,Freestyle,Women,2,near,60
1968,100,Freestyle,Women,2,near,60
1968,100,Freestyle,Women,4,near,60
1968,100,Freestyle,Women,4,near,61
1968,100,Freestyle,Women,4,near,61
1968,100,Freestyle,Women,4,near,61
1968,100,Freestyle,Women,4,near,61
1968,1500,Freestyle,Men,1,Estafet,998
1968,1500,Freestyle,Men,2,Estafet,1017
1968,1500,Freestyle,Men,3,Estafet,1024
1968,1500,Freestyle,Men,4,Estafet,1028
1968,1500,Freestyle,Men,4,Estafet,1035
1968,1500,Freestyle,Men,4,Estafet,1056
1968,1500,Freestyle,Men,4,Estafet,1066
1968,1500,Freestyle,Men,4,Estafet,1085
1968,200,Backstroke,Men,1,near,129
1968,200,Backstroke,Men,2,near,130
1968,200,Backstroke,Men,3,near,130
1968,200,Backstroke,Men,4,near,132
1968,200,Backstroke,Men,4,near,132
1968,200,Backstroke,Men,4,near,135
1968,200,Backstroke,Men,4,near,135
1968,200,Backstroke,Men,4,near,136
1968,200,Backstroke,Women,1,near,144
1968,200,Backstroke,Women,2,near,147
1968,200,Backstroke,Women,3,near,148
1968,200,Backstroke,Women,4,near,149
1968,200,Backstroke,Women,4,near,152
1968,200,Backstroke,Women,4,near,153
1968,200,Backstroke,Women,4,near,153
1968,200,Backstroke,Women,4,near,156
1968,200,Breaststroke,Men,1,near,148
1968,200,Breaststroke,Men,2,near,149
1968,200,Breaststroke,Men,3,near,149
1968,200,Breaststroke,Men,4,near,150
1968,200,Breaststroke,Men,4,near,152
1968,200,Breaststroke,Men,4,near,153
1968,200,Breaststroke,Men,4,near,153
1968,200,Breaststroke,Men,4,near,154
1968,200,Breaststroke,Women,1,near,164
1968,200,Breaststroke,Women,2,near,166
1968,200,Breaststroke,Women,3,near,167
1968,200,Breaststroke,Women,4,near,167
1968,200,Breaststroke,Women,4,near,168
1968,200,Breaststroke,Women,4,near,168
1968,200,Breaststroke,Women,4,near,171
1968,200,Breaststroke,Women,4,near,171
1968,200,Butterfly,Men,1,near,128
1968,200,Butterfly,Men,2,near,129
1968,200,Butterfly,Men,3,near,129
1968,200,Butterfly,Men,4,near,130
1968,200,Butterfly,Men,4,near,130
1968,200,Butterfly,Men,4,near,131
1968,200,Butterfly,Men,4,near,131
1968,200,Butterfly,Men,4,near,133
1968,200,Butterfly,Women,1,near,144
1968,200,Butterfly,Women,2,near,144
1968,200,Butterfly,Women,3,near,145
1968,200,Butterfly,Women,4,near,146
1968,200,Butterfly,Women,4,near,147
1968,200,Butterfly,Women,4,near,151
1968,200,Butterfly,Women,4,near,153
1968,200,Butterfly,Women,4,near,154
1968,200,Freestyle,Men,1,near,115
1968,200,Freestyle,Men,2,near,115
1968,200,Freestyle,Men,3,near,118
1968,200,Freestyle,Men,4,near,118
1968,200,Freestyle,Men,4,near,119
1968,200,Freestyle,Men,4,near,120
1968,200,Freestyle,Men,4,near,121
1968,200,Freestyle,Women,1,near,130
1968,200,Freestyle,Women,2,near,131
1968,200,Freestyle,Women,3,near,131
1968,200,Freestyle,Women,4,near,132
1968,200,Freestyle,Women,4,near,133
1968,200,Freestyle,Women,4,near,134
1968,200,Freestyle,Women,4,near,135
1968,200,Freestyle,Women,4,near,136
1968,200,Individual medley,Men,1,near,132
1968,200,Individual medley,Men,2,near,133
1968,200,Individual medley,Men,3,near,133
1968,200,Individual medley,Men,4,near,133
1968,200,Individual medley,Men,4,near,135
1968,200,Individual medley,Men,4,near,136
1968,200,Individual medley,Men,4,near,136
1968,200,Individual medley,Men,4,near,138
1968,200,Individual medley,Women,1,near,144
1968,200,Individual medley,Women,2,near,148
1968,200,Individual medley,Women,3,near,151
1968,200,Individual medley,Women,3,near,151
1968,200,Individual medley,Women,4,near,153
1968,200,Individual medley,Women,4,near,153
1968,200,Individual medley,Women,4,near,157
1968,400,Freestyle,Men,1,near,249
1968,400,Freestyle,Men,2,near,251
1968,400,Freestyle,Men,3,near,253
1968,400,Freestyle,Men,4,near,255
1968,400,Freestyle,Men,4,near,256
1968,400,Freestyle,Men,4,near,257
1968,400,Freestyle,Men,4,near,258
1968,400,Freestyle,Men,4,near,266
1968,400,Freestyle,Women,1,near,271
1968,400,Freestyle,Women,2,near,275
1968,400,Freestyle,Women,3,near,277
1968,400,Freestyle,Women,4,near,277
1968,400,Freestyle,Women,4,near,280
1968,400,Freestyle,Women,4,near,282
1968,400,Freestyle,Women,4,near,291
1968,400,Freestyle,Women,4,near,293
1968,400,Individual medley,Men,1,near,288
1968,400,Individual medley,Men,2,near,288
1968,400,Individual medley,Men,3,near,291
1968,400,Individual medley,Men,3,near,291
1968,400,Individual medley,Men,4,near,296
1968,400,Individual medley,Men,4,near,299
1968,400,Individual medley,Men,4,near,300
1968,400,Individual medley,Men,4,near,304
1968,400,Individual medley,Women,1,near,308
1968,400,Individual medley,Women,2,near,322
1968,400,Individual medley,Women,3,near,325
1968,400,Individual medley,Women,4,near,325
1968,400,Individual medley,Women,4,near,330
1968,400,Individual medley,Women,4,near,332
1968,400,Individual medley,Women,4,near,334
1968,400,Individual medley,Women,4,near,335
1968,800,Freestyle,Women,1,middle,564
1968,800,Freestyle,Women,2,middle,575
1968,800,Freestyle,Women,3,middle,578
1968,800,Freestyle,Women,4,middle,578
1968,800,Freestyle,Women,4,middle,591
1968,800,Freestyle,Women,4,middle,596
1968,800,Freestyle,Women,4,middle,596
1968,800,Freestyle,Women,4,middle,602
1964,100,Backstroke,Women,1,near,67
1964,100,Backstroke,Women,2,near,67
1964,100,Backstroke,Women,3,near,68
1964,100,Backstroke,Women,4,near,68
1964,100,Backstroke,Women,4,near,69
1964,100,Backstroke,Women,4,near,69
1964,100,Backstroke,Women,4,near,69
1964,100,Backstroke,Women,4,near,71
1964,100,Butterfly,Women,1,near,64
1964,100,Butterfly,Women,2,near,65
1964,100,Butterfly,Women,3,near,66
1964,100,Butterfly,Women,4,near,67
1964,100,Butterfly,Women,4,near,68
1964,100,Butterfly,Women,4,near,68
1964,100,Butterfly,Women,4,near,69
1964,100,Butterfly,Women,4,near,70
1964,100,Freestyle,Men,1,near,53
1964,100,Freestyle,Men,2,near,53
1964,100,Freestyle,Men,3,near,54
1964,100,Freestyle,Men,3,near,54
1964,100,Freestyle,Men,4,near,54
1964,100,Freestyle,Men,4,near,54
1964,100,Freestyle,Men,4,near,54
